time,open,high,low,close,KAMA,Volume,Volume MA
2021-07-06T03:00:00+03:00,2196.85,2350,2193,2322.5,2448.790322154646,785330.17152,844290.029261504
2021-07-07T03:00:00+03:00,2322.51,2409,2291.9,2316.57,2447.9547283592897,666501.35572,849581.7177645039
2021-07-08T03:00:00+03:00,2316.25,2325.6,2084.79,2116.33,2442.0804805849534,880265.04124,854649.7097280038
2021-07-09T03:00:00+03:00,2116.32,2189.4,2046.51,2146.99,2439.7468631905,738611.36304,866736.6653815039
2021-07-10T03:00:00+03:00,2146.99,2194.82,2074.16,2110.69,2437.647397590852,499071.85904,854496.0759630039
2021-07-11T03:00:00+03:00,2110.68,2174,2081.02,2140.45,2434.9909063248365,342294.40302,790119.812826004
2021-07-12T03:00:00+03:00,2140.54,2167.83,2006.68,2031.58,2429.843732955376,540630.10742,732384.414171004
2021-07-13T03:00:00+03:00,2031.57,2047.35,1918,1940.15,2426.4062291088585,647388.24969,718823.2114085039
2021-07-14T03:00:00+03:00,1940.44,2019.18,1865,1994.58,2424.103078073818,690505.60937,718286.9081380039
2021-07-15T03:00:00+03:00,1994.41,2042.88,1881,1919.51,2420.3313835602216,645271.32563,707610.047036004
2021-07-16T03:00:00+03:00,1919.54,1965,1850,1876.26,2416.1864466942047,577068.89724,694847.7344460039
2021-07-17T03:00:00+03:00,1876.47,1919.19,1844.45,1899.59,2412.1770123217943,430300.51578,681559.9705815039
2021-07-18T03:00:00+03:00,1899.5,1993.79,1877.1,1891.64,2407.200360744427,534837.63654,656089.6182545039
2021-07-19T03:00:00+03:00,1891.65,1919,1805,1818.73,2391.4084615197103,547419.93771,641897.753501504
2021-07-20T03:00:00+03:00,1818.73,1841.34,1706,1786.03,2364.5409657874875,786257.272,635681.4369415039
2021-07-21T03:00:00+03:00,1786.03,2035.23,1747.55,1995.5,2354.368698210716,1115949.82033,652085.6653895039
2021-07-22T03:00:00+03:00,1995.5,2046,1947.62,2024.56,2351.2722500601326,768854.3659,656914.2649465039
2021-07-23T03:00:00+03:00,2024.27,2130.9,1993.22,2124.25,2349.9632121545283,708160.91322,663859.070557504
2021-07-24T03:00:00+03:00,2124.26,2199.5,2105.58,2184.75,2348.8847749162974,633075.18592,665980.0173190039
2021-07-25T03:00:00+03:00,2184.9,2197.41,2105.93,2189.79,2346.6345628947815,535630.27,653671.2150165039
2021-07-26T03:00:00+03:00,2189.82,2433.65,2171.57,2228.08,2345.9087716902845,1393738.163,684091.614590504
2021-07-27T03:00:00+03:00,2227.81,2319.26,2150.5,2299.49,2345.648114925651,906359.23478,696084.5085435039
2021-07-28T03:00:00+03:00,2299.47,2345,2243.15,2300.9,2345.418512519586,718202.57727,687981.3853450039
2021-07-29T03:00:00+03:00,2300.9,2400,2266.12,2382.92,2346.884774516766,499364.83496,676019.058941004
2021-07-30T03:00:00+03:00,2382.93,2471.7,2315.92,2461.81,2352.235608883644,762577.28797,689194.3303875041
2021-07-31T03:00:00+03:00,2461.77,2553.86,2420.68,2531.05,2364.4456349099114,507601.05026,697459.662749504
2021-08-01T03:00:00+03:00,2531.1,2697.61,2511.24,2555.69,2377.343078533672,853495.94078,713102.9544175041
2021-08-02T03:00:00+03:00,2555.5,2666,2507,2606.93,2405.100509001939,726701.84952,717068.6344090041
2021-08-03T03:00:00+03:00,2606.92,2632.44,2442.32,2509.04,2417.3329251850273,792960.84375,722191.3961280041
2021-08-04T03:00:00+03:00,2508.51,2772.71,2457.68,2724.78,2461.8548636409296,954590.7536,737657.367526504
2021-08-05T03:00:00+03:00,2724.55,2843.98,2529.91,2826.99,2535.7117153147137,1307720.20654,774189.932991504
2021-08-06T03:00:00+03:00,2827.01,2946.75,2720.06,2891.58,2620.853423113542,825399.48637,793944.881521004
2021-08-07T03:00:00+03:00,2891.54,3171,2865.5,3160.31,2763.8820429639686,1205277.10095,827466.8547415042
2021-08-08T03:00:00+03:00,3160.48,3189.99,2949.03,3011.85,2810.5635530793984,966349.70579,848413.3431455042
2021-08-09T03:00:00+03:00,3011.84,3186,2893.23,3160.52,2894.3506151379747,1129584.61614,865579.7103525043
2021-08-10T03:00:00+03:00,3160.51,3233,3051.22,3141.66,2955.398488657839,880675.74443,853816.0065575043
2021-08-11T03:00:00+03:00,3141.14,3274,3120.27,3160.5,3002.2252111747043,732546.60433,852000.6184790044
2021-08-12T03:00:00+03:00,3160.4,3239,2979.29,3045.96,3009.558336537344,737628.45808,853473.9957220044
2021-08-13T03:00:00+03:00,3046.11,3327.83,3033.8,3322.32,3068.0973783107756,579333.40323,850786.9065875044
2021-08-14T03:00:00+03:00,3322.33,3330.98,3200,3263.16,3098.7000114963616,486102.53787,848310.5199810045
2021-08-15T03:00:00+03:00,3263.16,3320,3111.13,3307.09,3132.2678320223836,565579.67765,806902.5957135044
2021-08-16T03:00:00+03:00,3307.35,3335,3135.22,3146.53,3133.778074369634,635667.05422,793367.9866855044
2021-08-17T03:00:00+03:00,3147.18,3290,2991.89,3011.72,3125.4668294322805,804996.06971,797707.6613075044
2021-08-18T03:00:00+03:00,3011.73,3125.81,2950,3014.55,3117.898955043561,625103.25568,803994.5823435044
2021-08-19T03:00:00+03:00,3014.18,3188,2958.33,3184.12,3122.9735308646123,634769.92174,797604.2140320044
2021-08-20T03:00:00+03:00,3184.11,3300,3177.16,3284.82,3135.710084207445,558127.4554,800130.5342890044
2021-08-21T03:00:00+03:00,3284.81,3309.16,3207,3223.43,3141.055863721994,421156.09084,778513.5417920044
2021-08-22T03:00:00+03:00,3223.36,3272,3126.42,3238,3146.8752622680795,406479.07654,762502.4031430044
2021-08-23T03:00:00+03:00,3238,3377.89,3230.02,3321.28,3157.850420934613,602103.44614,752959.5332625045
2021-08-24T03:00:00+03:00,3321.28,3357.85,3147.31,3170.62,3158.545031400839,540480.07853,732253.9995090045
2021-08-25T03:00:00+03:00,3170.63,3248,3080,3226.87,3161.328556108237,483697.69444,691052.8739040045
2021-08-26T03:00:00+03:00,3226.88,3250,3053.3,3093.2,3160.063047766967,442298.47372,671897.8232715044
2021-08-27T03:00:00+03:00,3093.06,3280,3060.18,3273.45,3163.0536857316692,451027.80711,634185.3585795044
2021-08-28T03:00:00+03:00,3273.89,3287,3210.31,3244.48,3163.69195940696,262360.34921,598985.8907505043
2021-08-29T03:00:00+03:00,3244.75,3285,3152.34,3223.47,3164.6840128641497,335806.7827,559296.9990785044
2021-08-30T03:00:00+03:00,3223.47,3347.95,3143,3229.64,3165.177248558622,625347.27541,546530.5756275044
2021-08-31T03:00:00+03:00,3229.14,3476,3188.77,3429.2,3171.1372128778007,863071.13092,553056.8019570045
2021-09-01T03:00:00+03:00,3429.19,3842,3382.22,3826.82,3206.363307667941,845759.95868,558463.3769870044
2021-09-02T03:00:00+03:00,3826.82,3836.8,3717.04,3785.82,3244.377109833668,525165.7996,555754.9968055044
2021-09-03T03:00:00+03:00,3785.82,4027.88,3705.05,3938.11,3282.038080572932,655903.75739,564245.0577815045
2021-09-04T03:00:00+03:00,3938.11,3970,3832.5,3885.52,3315.4518878844583,364478.1193,554189.9798640044
2021-09-05T03:00:00+03:00,3885.61,3980,3830,3950.29,3351.8242889149215,365759.8597,540694.6201380044
2021-09-06T03:00:00+03:00,3950.28,3970,3864.3,3926.77,3400.3852932124964,397768.5783,520333.24556750443
2021-09-07T03:00:00+03:00,3926.67,3947.15,3005,3434.57,3401.362162075639,1203536.00209,549254.8828880044
2021-09-08T03:00:00+03:00,3434.84,3560,3215.16,3499,3404.5720918835855,780611.7657,556546.9750860044
2021-09-09T03:00:00+03:00,3499.01,3567.06,3390.4,3424.93,3404.8895682567313,628553.8831,560068.2964710044
2021-09-10T03:00:00+03:00,3424.94,3514.11,3150,3208.86,3403.5497812230474,633026.2659,570661.8052240044
2021-09-11T03:00:00+03:00,3208.85,3348.37,3200,3267.21,3402.7831547895703,413524.1761,571014.0602020044
2021-09-12T03:00:00+03:00,3267.1,3474.16,3231.1,3404.21,3402.7981337647825,408858.9595,561351.8358700044
2021-09-13T03:00:00+03:00,3404.3,3430.3,3108.49,3285.35,3402.1791536328087,647855.7199,566720.6179385043
2021-09-14T03:00:00+03:00,3285.09,3437.05,3269.95,3434.37,3402.673878491679,373634.9026,561217.4783465044
2021-09-15T03:00:00+03:00,3434.37,3616.16,3357.78,3613.55,3407.2833611946758,428507.5278,560527.9310505043
2021-09-16T03:00:00+03:00,3613.55,3676.28,3481.14,3567.98,3411.9369285274893,467985.4919,561375.8152900044
2021-09-17T03:00:00+03:00,3567.97,3594.17,3350.07,3399.81,3411.8326048844415,398888.3705,568202.2163545045
2021-09-18T03:00:00+03:00,3399.89,3541.96,3368.88,3435.64,3412.105834113456,315162.7627,567170.0153545045
2021-09-19T03:00:00+03:00,3435.64,3456.53,3277.74,3328.62,3411.4706704304554,312948.0013,551550.0516490045
2021-09-20T03:00:00+03:00,3328.57,3347.82,2913.39,2977.28,3405.924474942325,917939.57849,554293.4740275044
2021-09-21T03:00:00+03:00,2977.32,3105.83,2652,2765.9,3382.4408938036813,971519.88941,560581.4705640044
2021-09-22T03:00:00+03:00,2766.72,3088.88,2737.54,3076.92,3368.6821003789305,677457.64825,568196.0629965045
2021-09-23T03:00:00+03:00,3076.92,3174.5,3033.85,3152.5,3361.053413664895,459293.8858,558365.5694170045
2021-09-24T03:00:00+03:00,3152.41,3158.52,2733,2928.53,3332.5578187922692,932090.8856,586746.2077320045
2021-09-25T03:00:00+03:00,2928.22,2967.52,2801.57,2921.73,3306.7460210113322,491974.0226,593056.9158770045
2021-09-26T03:00:00+03:00,2921.84,3115.51,2738.17,3059.37,3293.356867170625,703594.478,608348.2108620045
2021-09-27T03:00:00+03:00,3059.36,3164.94,2922.71,2925.59,3270.894636821297,510130.7319,573677.9473525046
2021-09-28T03:00:00+03:00,2924.76,2970.82,2789,2804.91,3253.3658249590203,511325.4643,560213.6322825046
2021-09-29T03:00:00+03:00,2805.15,2950,2782,2850.45,3237.457979284676,411305.0893,549351.1925925046
2021-09-30T03:00:00+03:00,2850.45,3048.42,2837.19,3000.61,3232.1244825900153,506896.7612,543044.7173575045
2021-10-01T03:00:00+03:00,3000.62,3330,2969.07,3309.91,3232.67672334392,648714.6151,554804.2393075045
2021-10-02T03:00:00+03:00,3309.91,3469,3257,3387.76,3233.875591681249,422551.1811,555488.8503875046
2021-10-03T03:00:00+03:00,3387.77,3488,3342.51,3417.73,3234.706368890221,360586.8905,541125.4089175045
2021-10-04T03:00:00+03:00,3417.73,3437.19,3270,3386.31,3235.812859179308,485204.642,546703.8958875046
2021-10-05T03:00:00+03:00,3386.31,3545,3363.78,3515.27,3237.6640533141385,393900.8818,544973.5635875046
2021-10-06T03:00:00+03:00,3515.48,3632.11,3342,3574.89,3239.4572172154108,618265.5402,552487.5660025046
2021-10-07T03:00:00+03:00,3574.88,3653.98,3470.8,3587.47,3241.1043430689933,486102.3591,556848.2654325046
2021-10-08T03:00:00+03:00,3587.47,3695,3532,3563.13,3244.488016921939,403597.1437,561269.9844825045
2021-10-09T03:00:00+03:00,3563.13,3635,3538.07,3574.82,3247.6085354426764,361906.7514,563717.9219875045
2021-10-10T03:00:00+03:00,3574.83,3604,3405,3414.22,3248.78962481332,580223.6302,546832.1245730045
2021-10-11T03:00:00+03:00,3414.22,3623.8,3371,3542.12,3261.3110955257944,493521.882,522932.2242025045
2021-10-12T03:00:00+03:00,3542.12,3547.11,3403.21,3491.46,3276.893191983931,409377.1918,509528.20138000447
2021-10-13T03:00:00+03:00,3491.43,3613,3412.7,3607.42,3293.0808665497098,393463.1222,506236.6632000044
2021-10-14T03:00:00+03:00,3607.41,3824,3586.04,3790.82,3322.636473558869,481894.1372,483726.8257800044
2021-10-15T03:00:00+03:00,3790.82,3907.77,3734.1,3868.99,3388.712895592242,504321.732,484344.21125000436
2021-10-16T03:00:00+03:00,3868.38,3971,3803.56,3829.96,3437.852080158288,373727.8549,467850.8800950044
2021-10-17T03:00:00+03:00,3829.96,3919.19,3640,3846.85,3477.84167957653,368898.9831,460789.29265500436
2021-10-18T03:00:00+03:00,3847,3893.14,3676,3744.96,3506.4268072632067,401819.9734,455314.0181100044
2021-10-19T03:00:00+03:00,3744.96,3886.89,3732,3877.03,3567.5359875595673,341268.3723,451812.1822600045
2021-10-20T03:00:00+03:00,3876.98,4169,3828.05,4161.15,3679.9811809722873,537383.09732,453336.49906600453
2021-10-21T03:00:00+03:00,4161.37,4375,4013.13,4052.99,3730.5398585622856,798566.55805,460829.0962135045
2021-10-22T03:00:00+03:00,4053,4167.41,3888,3972.2,3749.368396571827,463222.5428,462862.6642985045
2021-10-23T03:00:00+03:00,3972.19,4172,3937.51,4167.12,3787.490025847925,326511.4251,461158.8910285045
2021-10-24T03:00:00+03:00,4167.13,4186.57,3961.5,4082.33,3807.6707677532836,350115.8386,454404.4508585046
2021-10-25T03:00:00+03:00,4082.33,4236,4067.71,4220.37,3844.697032517425,347438.6534,452081.33943850466
2021-10-26T03:00:00+03:00,4220.36,4297,4090.21,4131.52,3861.4220969698886,414498.1599,441892.9704235046
2021-10-27T03:00:00+03:00,4131.52,4307,3909,3922,3862.9253199194945,704604.25,452818.0649685046
2021-10-28T03:00:00+03:00,3921.99,4295,3890.17,4286.02,3884.60568177083,626378.5055,463957.13305850455
2021-10-29T03:00:00+03:00,4286.01,4460.47,4265.97,4418.89,3919.3034889988435,559231.07691,473823.3493340046
2021-10-30T03:00:00+03:00,4418.89,4434.06,4232.2,4322.68,3939.8695505564087,340223.069,461823.3212740046
2021-10-31T03:00:00+03:00,4322.68,4399.14,4164.35,4287.21,3963.6452566321373,412856.2893,457790.04163900466
2021-11-01T02:00:00+02:00,4287.48,4386.58,4146.3,4319.43,3985.274936800517,417620.7073,458202.2174140046
2021-11-02T02:00:00+02:00,4319.43,4599.6,4284.43,4589.89,4040.233870312863,468184.79301,461938.3009545047
2021-11-03T02:00:00+02:00,4589.68,4665.87,4455,4603.35,4086.8053293475614,448658.35125,460276.5116570047
2021-11-04T02:00:00+02:00,4603.35,4606.65,4420.08,4532.32,4112.0081232443235,368218.25695,453471.3379045047
2021-11-05T02:00:00+02:00,4532.31,4570.05,4438.8,4474.24,4127.545323260348,305651.7244,450067.5313795047
2021-11-06T02:00:00+02:00,4474.24,4530,4326.17,4518,4147.543457288223,322154.0973,447730.28708950465
2021-11-07T02:00:00+02:00,4518,4637.98,4502.37,4612.59,4174.168931223472,243596.5952,439819.11817950464
2021-11-08T02:00:00+02:00,4612.59,4822.97,4612,4807.98,4230.762604136916,391102.31806,442310.8154675046
2021-11-09T02:00:00+02:00,4807.98,4838.28,4713.89,4732.33,4263.893132502432,311267.57998,431005.0396005047
2021-11-10T02:00:00+02:00,4732.33,4868,4461.93,4628.78,4275.373897438758,553596.99163,418756.5612795047
2021-11-11T02:00:00+02:00,4628.68,4779,4576.47,4719,4298.119499713178,303688.9765,410779.88296450465
2021-11-12T02:00:00+02:00,4719,4809.71,4507.85,4665.46,4318.394855785253,461580.0415,417533.31378450466
2021-11-13T02:00:00+02:00,4665.47,4707.6,4584.08,4644.28,4330.255549108871,220720.6611,411063.55490950466
2021-11-14T02:00:00+02:00,4644.27,4696.05,4514.12,4626.5,4343.68119825204,245309.0674,405957.07560950465
2021-11-15T02:00:00+02:00,4626.5,4772.01,4540,4563.78,4349.418394685028,375421.6601,404003.25061950466
2021-11-16T02:00:00+02:00,4563.77,4563.77,4103,4209.76,4348.42958900028,735857.063,405565.8912695047
2021-11-17T02:00:00+02:00,4209.59,4299.91,4063.48,4287.8,4346.844810586178,472852.1842,397889.57520450465
2021-11-18T02:00:00+02:00,4288.07,4344.81,3956.44,3996.9,4339.601685463152,576945.1837,398775.28054400464
2021-11-19T02:00:00+02:00,3996.9,4308.97,3973.01,4294.76,4339.186792775365,420045.0897,402766.38157900464
2021-11-20T02:00:00+02:00,4294.75,4435.88,4199.86,4412.17,4339.741011312805,365584.578,400402.7960140046
2021-11-21T02:00:00+02:00,4412.17,4451,4242.41,4258.31,4339.325120008793,340206.3203,396532.0766640046
2021-11-22T02:00:00+02:00,4259.7,4320,4022.74,4085.97,4335.810802577842,518501.3338,399047.9037035046
2021-11-23T02:00:00+02:00,4086.28,4385.59,4059.62,4339.44,4335.864840451021,502811.7902,401755.57565100456
2021-11-24T02:00:00+02:00,4339.45,4373.94,4167.65,4269.36,4334.569011189594,448727.0306,405781.0143335046
2021-11-25T02:00:00+02:00,4270.1,4550,4248.27,4524.85,4335.399661691148,445868.2434,412791.84028350457
2021-11-26T02:00:00+02:00,4524.48,4551,3913,4041.2,4329.31778641718,720245.1612,432696.39347850456
2021-11-27T02:00:00+02:00,4041.2,4183.66,4028.34,4095.29,4324.622349749762,275326.5202,434282.8897285045
2021-11-28T02:00:00+02:00,4095.29,4298.51,3964,4294.78,4324.187503459395,346471.3551,432051.34158050444
2021-11-29T02:00:00+02:00,4294.77,4458.92,4276.89,4444.53,4326.210644130856,406881.2284,436832.02400150447
2021-11-30T02:00:00+02:00,4444.54,4753,4346.36,4630.26,4328.26594561026,743024.4662,446303.3977300045
2021-12-01T02:00:00+02:00,4630.25,4778.75,4523.99,4582.95,4329.607829643003,508198.3105,456528.86443000444
2021-12-02T02:00:00+02:00,4582.95,4634.83,4433,4511.21,4331.473731767712,451861.9545,456042.9600800045
2021-12-03T02:00:00+02:00,4511.35,4654.88,4032.5,4215.73,4329.238336941327,677971.3278,478905.49341500446
2021-12-04T02:00:00+02:00,4215.01,4238.59,3503.68,4117.25,4324.471512426969,1111470.7224,522213.5761650045
2021-12-05T02:00:00+02:00,4117.25,4248.19,4031.39,4196.44,4322.203504029483,536325.4413,530258.7652250045
2021-12-06T02:00:00+02:00,4196.44,4376.15,3921,4347.59,4322.448276092788,726104.9849,529771.1613200045
2021-12-07T02:00:00+02:00,4347.57,4425,4257.42,4284.52,4322.2200507883845,388301.4695,525543.6255850045
